"","HUVECS","VM015","VM024","VM038","VM040","VM042","VM043","VM048","VM053","VM054","VM055","VM056","VM060","VM064","VM066","VM068","VM071","VM072","VM073","VM081","VM082","VM083","VM085","VM089","VM090","VM092","VM093","VM099","VM103","VM108","VM110","VM111","VM113","VM119","VM124","VM125","VM127","HUVECs_2","HUVECs_3","HUVECs_4","HDLECs_1","HDLECs_2","HDLECs_3"
"NR2F1",2194,5379,2216,2107,1456,3532,4593,797,8299,21359,9079,2735,8829,1690,2026,8365,13326,4370,8678,714,1572,1447,8544,4383,5637,3048,2988,4229,4272,10790,10641,1073,3042,1704,1927,2931,1922,2525,2738,2647,8114,15268,16254
"LIPA",2135,8251,5586,3814,10004,5047,6494,6719,7838,5950,4619,3341,5736,3030,3089,6362,8785,5014,13022,9364,3576,4329,4547,4160,3897,3462,5366,11710,5871,12499,9853,5721,2509,4905,2934,3277,3213,3683,5026,5543,7409,27404,19198
"BMP4",5209,3133,243,1486,101,229,10974,394,12898,3901,879,9408,3213,13957,12040,15519,3407,2786,5996,587,14981,12079,7107,5594,3068,6774,4524,16,586,7,1208,2689,8666,6893,6334,4937,4889,7864,5714,15415,3996,2186,842
"UBB",34241,25950,30754,22995,35722,23459,28204,32155,21082,23205,21334,22959,22910,22552,25690,34059,26604,30807,38334,29294,24492,27728,30593,26409,26340,28291,22796,23084,29652,28415,19465,30932,27034,22097,29962,33656,30010,24954,32454,30524,22148,19740,20770
"ND4L",15099,25486,11341,16185,7150,9662,8950,11156,24913,10153,5789,8357,7031,9968,10929,11237,13402,9145,6395,3718,9481,5656,5012,7957,7780,7382,12444,15102,7848,8712,15692,6561,12993,16196,10426,15205,12190,10136,7725,4544,12272,16018,13778
"DUSP6",12092,10222,6900,12329,1682,12624,7126,2440,7351,5145,9382,8032,4361,5290,4172,3552,5505,6677,5871,2207,5480,5420,8718,12859,13329,14099,13560,3274,13825,11843,9815,6493,6778,15037,12285,13586,9167,12508,13850,14586,13176,19331,21560
"GRB10",11220,4212,4206,6792,2151,4932,7647,2827,4558,2871,3232,7360,5922,7369,6765,4726,3308,2750,5285,3159,6266,6173,2555,9006,5603,9870,9791,2517,3395,3459,4535,2812,4874,4103,19500,16863,5698,16952,19093,17419,6557,8268,8707
"GDF15",5930,16342,686,12828,1720,13651,6827,3121,17778,12433,16545,6312,4030,5932,8491,8065,5707,7977,3993,2719,7216,5724,7342,9100,9061,10879,7181,626,14188,10038,7994,17330,6202,15415,2777,3470,8598,3100,2741,2902,7677,5747,4952
"RNF152",5723,10775,5359,3793,2935,1336,6301,625,16840,11736,6864,4976,9196,3593,3941,8011,12830,1936,8016,792,3132,3304,4986,4793,4248,6022,5194,438,1927,3739,10162,5425,4537,6257,5958,4801,3795,9992,6045,9879,16774,17717,19250
"RALA",16287,13908,2983,14492,6241,6517,10962,5987,14614,8257,4736,8929,5698,11995,14472,7172,6424,6354,6631,4491,14424,7267,6381,7712,6685,11761,6419,2528,5309,6903,6189,9689,14541,15426,13259,9726,19248,18752,18710,19157,12136,9969,10670
"ASPH",4107,12908,14539,13414,23028,11276,7492,7257,8632,10203,7929,9601,4539,7165,9063,6604,9803,8355,4990,5773,9802,7140,6965,9232,10675,9921,14263,15920,17203,22854,6045,9693,8172,15161,13611,12095,10638,7550,6348,7486,17355,19688,15734
"SLC25A5",20041,12829,9335,13295,13459,16187,16042,22680,8803,9668,10511,11148,14595,14744,15615,22907,17398,21976,27845,23024,14202,18058,20642,18062,18718,18373,13398,8293,18056,13146,10712,10465,16594,6620,18513,22666,14231,13748,17310,14565,16125,13270,12526
"ERRFI1",2732,3409,19827,2334,5001,2236,4031,618,3707,7959,4398,3506,3226,1456,2279,3685,10268,2385,2902,605,2609,1291,18319,3143,3955,3461,2042,16003,3279,3524,5378,6347,3839,4281,1724,1850,2142,2640,3286,2793,4793,12651,14782
"KCNAB1",9679,15988,12568,14373,26742,13790,10291,9826,12201,6161,3063,10792,6665,10358,10292,10029,5180,10910,8028,5284,11625,10511,10382,10886,23739,9807,6614,20148,6187,5834,5957,11479,11577,10926,11517,10361,14745,13006,10974,10851,16611,8961,7217
"S100A11",8466,9844,21821,9988,17020,11738,6449,12986,3019,4876,3680,6950,3690,8117,7819,5596,3837,7411,4800,8080,7350,6993,4764,7147,9849,7108,4580,26920,7381,10595,3808,13380,9435,8281,8589,6463,12862,8249,8355,10260,11655,8156,7105
"YBX1",30658,27508,27901,24428,30287,22591,23046,29306,27564,22395,19382,20649,19834,21109,22485,31207,24178,26529,33988,24766,22534,24729,23826,27884,28344,20569,19453,35432,24548,19500,17244,18775,25785,15777,29564,24038,22125,19294,22095,19813,21500,18049,18477
"RGMB",2108,5181,28964,3789,12586,2698,2240,1428,1665,1353,1457,2210,1275,2077,2229,1185,1015,1215,838,1174,2341,2583,1193,1807,2749,3168,2046,10896,1997,1070,2271,3590,2786,2251,2398,1954,3547,3827,3746,3494,4410,1805,1835
"RPL35",20518,15419,18893,12719,33203,14791,15427,23202,14626,10100,9915,11972,11820,14498,16039,17681,14012,17078,19864,17868,13034,14860,15189,14863,14888,17736,15837,22130,20689,16338,12676,15559,16501,9345,19176,29500,14086,13557,18482,16150,16379,13388,12270
"MYO5A",9963,7687,9739,22009,11622,14241,5630,6074,7325,6782,2470,13390,3463,8756,6970,4775,5149,6498,2391,6225,9501,8160,4033,9406,14719,11598,10261,3141,7849,8890,4300,3865,10372,8320,15855,11842,10328,18120,17662,18561,8946,9735,8958
"GDI2",31265,19716,18415,20627,24164,19864,23949,29953,15894,15622,12125,20018,16486,18449,22650,23671,18606,24338,25914,29637,24264,25135,20630,23890,22019,28170,22863,18432,22536,18318,14927,17172,23115,16887,28691,28569,23929,25477,28900,27964,25633,22128,21491
"IL32",2117,1367,940,5908,79,10231,10902,9428,2765,4672,900,10270,2478,15262,12541,2786,723,3623,2415,4301,14023,10455,4871,3426,5169,4071,3322,196,4414,5832,665,11731,10517,14594,4008,1476,14834,2518,2222,2598,3356,1501,1084
"ARL4A",3518,5472,318,1329,557,1383,3079,1785,5235,7710,11394,835,6291,1389,1788,5697,8559,1916,5143,1471,1608,1823,2729,3273,1815,2112,10703,410,10358,14743,13071,1481,799,1158,4671,13655,870,3067,5973,4461,5418,14420,17097
"RNASE1",6000,173,224,7606,0,9426,4126,16532,413,1395,949,1898,528,4684,3458,657,1359,5950,165,21343,4151,4912,1261,1933,6160,2904,3947,10,8283,281,116,1918,4680,8748,6494,1617,4513,8909,9814,8197,564,63,54
"RAN",19657,17814,16717,17752,22796,16034,16542,24803,10268,10158,7451,16372,11957,16658,18205,21847,10312,24338,21388,19269,18523,19774,15455,21375,18343,17280,12248,21705,15752,12096,9481,16028,20365,10040,22337,24025,22110,18780,22460,19554,21294,14225,12277
"F11R",12686,10495,1029,16347,33,15034,10973,5365,9648,9229,8373,14205,8581,9974,11705,8563,10805,9851,7866,5460,12803,9397,11453,13904,18071,14691,9647,45,14754,13096,7514,8660,9990,11475,16180,11356,12092,18243,18838,16886,16185,16517,15729
"CAP1",13556,20385,35169,24580,24089,24776,19367,28181,20257,18135,17896,20895,17116,17926,18547,26707,23622,24195,29775,21650,21079,19001,20034,23485,20802,21126,14264,28037,24808,20236,14359,24116,21756,20417,19563,13505,26988,16647,18197,15704,25423,21626,19536
"KDELR2",16236,12433,18933,13806,21381,13211,14664,12931,10198,12000,9183,14600,10884,13826,15162,13660,11581,13051,14359,9466,14445,12973,11834,17205,16618,16787,13022,39115,12016,12035,11301,13120,13891,16676,14124,12779,15094,14429,13592,16000,14617,12914,11718
"SCARB2",16416,14114,12675,18970,13044,17067,13120,10460,11555,13245,15994,12266,9593,11275,13651,10868,14735,11891,8378,10746,13905,13267,11877,13125,17540,16305,15097,11599,17136,29197,11782,9721,12805,14866,20268,14041,12914,19971,19672,24472,18259,23541,25458
"PGD",13341,6445,6957,18277,11190,16711,10060,8202,8284,5669,5420,16065,6864,9916,13445,8567,5401,12384,9096,7682,15612,13483,12242,12896,23598,17137,10302,5229,13464,4417,4082,7455,15293,9870,14280,10117,13785,15633,15509,17235,9714,5277,5747
"SLC9A3R2",4425,5543,3704,5604,1532,14219,3754,15855,3895,6104,6156,4360,4806,2775,3257,6685,12312,7375,4208,21676,2646,2374,5780,6023,8688,4723,5522,2946,19578,13324,4450,5663,3447,3834,4219,3910,2728,3413,4929,3111,4751,3871,3848
"GLCE",9143,5091,1543,12995,2351,9357,6871,7529,7015,3774,2378,9706,2270,6976,7864,3950,2557,7638,2673,5683,7365,8062,4125,8710,11555,7733,6520,1564,9256,3218,2144,3687,8651,23575,12710,9366,15375,13009,12308,15810,7743,6259,5284
"LOC102723566",8788,6607,4161,11762,1196,6666,16375,18199,11794,16315,7469,16368,9447,16754,14762,14143,12853,8752,8891,17343,16035,19415,12730,16963,14905,17224,8920,6704,5078,6198,6275,6554,12501,7131,10743,8188,14316,9470,7197,9290,8179,8628,6457
"KPNB1",16309,24750,24893,22282,15503,12871,19090,12601,18364,13771,10678,15719,13498,13392,15920,20644,11791,21767,18442,10293,19036,16097,13812,22375,15445,18033,15696,21212,11904,13217,12937,11409,16869,12554,21083,14731,20435,24814,24291,23586,24488,23184,20875
"ADAM9",6222,9864,22626,11448,16980,12386,9820,7498,4487,8529,6013,8179,6084,8260,9266,9056,9381,12292,5652,4970,8553,8089,9742,8587,13282,5400,3944,22499,7014,12300,3657,14190,9960,18550,8793,5297,16237,10574,7328,9776,14550,14369,8103
"H2BC12",7762,4314,4715,5209,4288,7171,8840,23528,2484,7203,7438,5314,6968,6748,6728,14592,8050,10740,18384,24513,7321,9174,8484,9400,4944,5693,5648,5614,7572,8743,4526,6126,8668,3618,7606,8634,10585,8954,10558,7971,8716,5632,6469
"PSMD2",13431,17308,17919,22824,8249,17024,13422,16723,13346,11787,8688,18351,9748,15702,14140,14924,8398,18604,11861,9490,16309,16184,14066,21583,24132,15225,11147,11354,10609,8993,6912,19852,20970,15151,18340,11505,25526,15141,15917,15304,21277,14074,11669
"STAT6",7131,46,12661,7732,7317,8376,6989,12751,17,1729,207,9590,1459,9602,9341,4506,1696,8696,655,15273,12031,11303,7361,8880,10982,10820,7535,10936,6782,117,1009,52,9926,2512,7380,5657,10319,9433,10208,9038,152,352,204
"PPM1F",12299,10338,3447,16270,2961,22234,9993,13245,8744,9862,8440,12056,8907,9365,10487,10904,8152,9741,8197,16120,11120,10172,6926,14552,19105,14315,11635,2786,16305,12630,7933,4182,9531,5720,13468,10507,10936,18766,18572,15382,16330,15779,15803
"PDIA6",19523,15206,13607,22726,31843,17546,21392,24480,12318,14904,10485,17558,16914,18178,19263,22273,16667,19195,21597,16720,23707,19482,15294,27339,23160,23764,17127,16669,19709,17622,11877,12632,16661,13799,26371,18773,19774,23120,22619,25188,21410,20856,16575
"PLPP1",591,3094,1605,1309,1652,4396,2465,3942,6181,9428,11894,932,6164,826,1147,6301,15323,2858,9520,3592,1071,1266,3082,5419,3621,1699,4175,3155,8060,12927,22224,1988,1076,2160,1135,1692,1271,829,1052,960,2498,4425,4414
"HNRNPA2B1",11245,15072,8127,15854,5776,9639,14348,20515,14416,10299,6675,9453,12076,12562,12943,21654,10261,19153,23175,12283,15080,14044,9544,19327,10345,11136,11371,9394,8513,7667,8571,7728,13578,5517,17520,12029,14806,19449,18750,17010,18926,15764,14754
"ERAP2",3658,156,3026,299,1417,10595,248,5586,5607,5243,187,5020,5444,4737,5020,7640,4426,6621,165,6436,282,220,235,9034,7490,5444,7691,85,16775,7372,121,6782,5928,21570,373,8271,6603,5021,7159,1797,427,7334,352
"FAM107A",720,743,106,3350,14,9072,1507,15987,66,101,242,1341,335,1793,2271,283,326,6910,251,24138,2285,4296,864,2743,5438,2081,1372,34,4686,359,130,864,4122,3892,1769,863,4148,1593,1528,1347,596,957,193
"HTRA1",8882,7659,23586,5250,14808,7922,4376,3734,4556,6345,9409,11501,2825,4013,3434,1228,4460,1766,1589,5469,6321,6488,2871,4864,8972,8890,7938,9884,14229,14510,7587,823,6333,4027,11643,3575,3540,9635,8087,13572,5604,7847,10007
"MYADM",9719,8592,14630,15774,16452,24284,15867,13679,11561,8007,7139,14941,13481,14054,11739,14848,10278,10356,18445,9354,12936,11632,7574,16116,15850,14251,9758,27882,6538,7750,8324,12330,13239,14842,11958,5979,21224,12127,11953,10361,15296,15080,13676
"ERG",14394,19162,1019,13378,1,10346,12289,9799,20198,15457,11332,13913,10264,9965,14038,12411,12953,10168,13334,10580,14460,12568,10109,13580,12734,14860,15328,20,16120,16039,15631,7647,10160,10531,15475,12192,11599,17241,16771,18835,16091,16135,17262
"LRRC75A",17175,13813,15904,8249,25116,7177,11345,12361,10094,5789,7107,9343,13445,7988,12362,15648,12575,8123,10516,13377,9073,9804,9931,8252,11589,17940,13815,12503,15376,12106,10321,5837,8730,4229,11759,26919,7352,11175,13875,10455,12193,12181,9115
"EIF3L",26069,16634,16721,15463,20669,15871,17636,13102,16251,12918,17343,16828,15733,12568,16691,16132,20026,12631,18114,17862,17054,14680,15982,17258,18271,28541,22858,12490,24397,18816,18905,7437,14532,8786,22228,25345,12426,21678,23340,22588,19583,20436,20605
"EDNRB",115,2026,291,2614,28,4093,3098,1537,2136,13319,14115,509,8429,592,542,7632,14485,3768,8583,1212,683,498,6869,2167,2063,2683,4914,139,6367,9630,6033,2236,528,2374,1075,1478,573,438,354,560,4373,15108,11985
"ARRDC3",6067,5243,4454,5590,1147,5721,2827,4055,1973,4262,7200,1918,3451,2432,2952,3922,12593,3938,4926,2290,3305,3646,5545,2586,2488,2606,4489,4071,7464,24085,3831,4993,2363,18515,9080,7067,4244,7213,9076,10780,5428,10480,10886
"CDC42EP3",4616,2792,10447,9578,20356,5465,3330,3625,1659,2437,4787,4141,1853,3939,3857,1872,3392,3384,1066,4478,4084,3275,2629,5189,5213,9321,5893,23343,5959,9893,2301,3557,3556,4206,9868,4602,7105,9509,9519,8144,7906,4397,3442
"CDH11",2892,81,2568,616,9764,845,621,120,13,8405,700,166,478,53,806,719,18983,784,6,5,1259,602,12483,765,1449,2374,999,4425,1758,3478,642,1879,1956,2979,1705,1143,1253,6256,17706,5452,23,128,52
"KRT19",2353,214,84,2064,111,22266,945,589,0,135,1407,2678,324,245,901,108,272,11193,7,1043,3101,1976,1862,1298,17488,2001,2477,567,6481,2012,43,1240,4544,1088,1434,474,3261,1444,1860,714,810,49,63
"EFCAB14",5678,15871,5434,9073,4594,6169,6859,4846,18680,6277,5457,8527,5522,5370,6134,5519,6362,5053,6914,5273,5760,4758,4778,7283,6303,8158,7123,4596,6347,6065,6387,3846,4502,6923,13597,8731,7373,16922,13688,17019,20024,15181,14918
"MAGED1",16559,11001,20718,14279,16179,13268,14941,5144,8071,14296,12008,17827,12540,13107,16423,14108,11589,9559,13239,4792,15971,14519,13062,18635,19810,18895,14023,31494,11505,15282,11040,9682,11658,13405,14025,10791,13032,16363,15311,19457,11991,17219,15823
"RAPGEF5",3587,3880,451,6942,60,16747,3723,7910,1257,7880,9541,4737,4279,1908,3964,4045,5845,6267,3396,4861,3277,3790,4971,4500,8259,5835,11995,37,19410,17889,6868,4343,2859,15082,7359,5674,3344,6025,6831,5755,8934,7189,9064
"CCNI",40220,19282,21198,22440,24469,25286,27432,19947,22386,19403,21720,23775,19651,23524,25500,22621,24585,18514,23413,22263,23687,23003,23044,22911,22260,31795,33242,18918,23173,20823,25277,14177,24970,17297,25801,25999,17780,24157,26207,25385,22579,18681,21218
"NUAK1",3609,2528,1215,8843,1125,2885,10956,15412,2825,4248,2078,13161,4626,12512,11047,6451,5685,6784,4115,18770,10562,11226,7467,7926,5275,11962,9860,482,5751,450,2133,5229,6207,9412,11112,4467,11628,8066,5282,8809,2704,1481,1542
"GIMAP4",12353,2479,436,4737,0,1505,7361,10790,3068,1083,3474,3309,6433,5360,8739,6018,7225,4051,9141,10739,7867,9379,2141,9214,6199,11130,8158,5,3996,4425,5713,1467,3642,1044,15886,10002,4330,14111,16179,14312,5883,10002,11656
"DDX5",15759,20865,13429,16577,14329,11489,14669,17789,21092,14043,12634,14115,13533,12008,17806,16415,12947,13840,13966,14565,18996,15369,11741,16222,16161,20125,21357,11034,22437,22997,14598,12069,14939,13147,15076,12968,13578,26205,26699,28235,23064,18963,20726
"MYL12A",22019,27361,26036,23101,22895,26629,22035,25029,28345,13732,12949,22918,16274,17576,28544,24104,13397,21363,24603,18975,25903,23899,14186,22348,23805,24359,21978,24755,28493,24006,16760,24712,20379,22747,27585,23652,26820,24314,25133,25287,32371,26126,24637
"FLOT2",10600,10390,4851,10900,3881,12556,18866,15228,15813,14289,9829,15184,18805,11962,14678,19982,21234,12259,23917,18938,15368,17773,13742,14842,11917,10607,12009,4585,9110,8350,9295,8707,10880,10456,11789,9127,11894,13562,14360,14300,14396,19118,15505
"PLVAP",1567,184,2042,233,0,178,1625,289,589,6984,25152,811,924,408,411,886,3843,307,454,5717,574,3633,350,964,927,7614,9873,15,5944,4627,9377,64,256,173,4383,1584,552,2697,2849,3903,797,1477,2949
"NUCKS1",21070,16399,13143,19432,12842,17959,20213,22198,17128,15542,12206,15758,15654,16277,16898,24460,16300,19135,23725,18745,19930,18722,16904,20588,17862,19570,15357,16920,16544,15538,14252,12510,18461,10433,21035,16000,18770,29551,27974,28343,25168,24224,21906
"NOS3",9633,7255,249,7476,70,18646,7457,18262,6822,9204,9319,3354,8526,1305,3336,12874,9391,7697,8716,12714,3876,3993,8537,7477,14580,4974,5202,39,11022,8798,3525,5214,3227,2468,6026,7223,3935,11132,13119,9187,10293,6525,4886
"ITPR3",6332,6038,11902,14099,9985,21830,5184,14077,1727,2608,1953,9190,3112,4745,5193,5106,3554,8084,2263,16359,9814,7943,4399,9300,15926,10118,7499,3358,7923,2209,2590,5280,6043,7080,8376,4513,6462,8180,8315,6780,10951,4602,4456
"ADIRF-AS1",986,1229,175,1898,3701,11390,976,9526,230,1301,2622,1243,2075,558,817,2642,4609,4171,1330,10757,805,1318,3907,496,4925,1240,1556,2549,10346,24264,1129,5147,1765,1194,972,2053,1624,718,1321,558,2679,2133,1854
"NOTCH2",3024,6414,20314,2812,13265,3662,1543,257,220,3174,981,1464,1999,1328,2531,3390,44,659,886,56,3172,1713,6405,1448,3422,3418,763,19001,21,1213,1860,3286,5793,336,1327,431,4714,3800,4043,3137,5178,3695,2707
"PPIB",20361,16077,20037,17028,35024,15841,18694,18254,13263,15052,10429,16684,16109,15856,17582,21043,17252,17558,28246,14576,19671,16274,17517,20892,20052,21464,17360,25788,18660,17593,13261,13189,17087,11503,23147,19752,16867,18713,21084,21578,16809,15920,14567
"FASN",10671,11804,12900,12337,26207,14446,12279,10304,7223,5214,4448,15036,10198,15444,11843,15718,6657,14342,13837,10192,11289,16338,8057,16574,16490,14815,9332,10552,4133,3042,6429,9183,12919,5738,11280,7825,14496,14325,12908,11263,9045,7786,7487
"SMURF2",11416,20176,16506,20027,5347,7577,5783,3115,5841,5674,3541,12756,3220,8723,8964,5419,3177,4704,3680,1850,7359,5941,5256,8495,13720,8935,5939,8493,4011,3611,4738,7326,12429,11616,13300,8948,11068,9635,8064,10168,10900,6162,4852
"DSTN",14205,13298,31786,11705,16065,16362,10992,18870,6612,16806,8521,11630,7183,9958,12936,13519,18378,12356,9352,13167,11542,12654,11611,11060,13630,13538,11049,17000,18992,23500,12015,11546,12750,10383,16167,16653,12850,13796,15830,16826,13769,12750,11784
"SLC19A1",6770,7099,5004,9702,1859,11270,7040,1954,6808,3467,7541,10372,3781,5810,5892,4470,3734,4160,1851,2582,8268,5292,2938,7375,10745,18784,12444,1093,9331,7098,5140,1273,5933,2651,9854,6645,5234,18194,14194,14605,7890,10786,12525
"EPS8",1685,2043,4279,1811,13835,58,1354,1510,698,34,181,1440,533,660,1103,1950,27,31,286,2122,1153,816,394,1272,928,2649,1172,25897,47,214,834,385,1894,140,2090,4504,322,1439,2362,1507,2064,1279,628
"RDX",13882,5743,8773,12441,6498,9397,9699,6931,8613,12595,12258,11375,6960,6958,9974,11695,13444,11915,8936,5968,11269,9434,16114,14878,12107,14577,16828,6114,27729,14806,10686,5595,8837,9152,20833,13958,8447,15360,14645,15228,10704,8769,8920
"RPL31",22083,17622,17752,12837,25605,13794,16141,19496,18772,14057,18102,13332,13292,13116,15685,17452,17414,13815,15579,19036,14645,12981,17040,15050,15930,21551,21239,18724,28907,22007,20244,12545,16020,12016,20209,30943,12058,12943,15488,16303,14383,13356,14968
"COLGALT1",8342,8776,11273,12914,5473,6256,14899,7735,8556,4038,2941,11825,5335,14295,14878,5086,3731,7712,4000,5114,13547,10505,4313,15050,10023,8739,5061,12169,4187,4421,3253,5667,11112,14621,12181,5707,21434,13865,11750,13046,10159,7022,7203
"PFN2",7613,3003,19286,4996,18817,3413,2879,184,200,503,496,3481,370,1465,2510,704,599,1363,210,325,1414,1700,3803,1992,2401,3284,2188,9657,380,1215,811,940,1699,3275,4918,5207,2930,7216,8371,7365,329,211,408
"MBNL1",16896,16060,7355,17384,8408,10530,13860,12191,12926,12682,9393,15672,11567,12021,14662,18611,15726,12308,16375,9597,14136,11155,11963,17939,12614,13954,17248,12465,14158,11275,17595,8446,13496,11024,19684,17792,12987,23378,25728,24436,21102,20808,16459
"DOCK6",13658,11429,2929,17966,934,19686,12881,12213,11932,9788,9323,14719,10645,13103,13176,10734,9856,8889,11256,12145,12995,10637,8004,19342,20162,19235,13184,1632,12485,10720,12479,4143,9625,9363,15010,12049,13092,13492,11369,11662,14488,14933,16354
"OAS2",230,618,526,3497,350,7174,1977,3509,420,1469,649,1830,316,7133,10658,522,666,9143,390,4129,3013,2928,1922,1957,4528,2149,635,1405,3284,1158,69,21612,3544,13726,559,314,8474,508,346,440,882,796,752
"TSPAN5",5384,6465,3939,4559,6164,8885,5123,2562,4813,19184,16802,4485,7745,2647,2885,7536,16010,10160,7052,2498,3018,3484,10737,5802,8561,5625,7365,4669,17000,13726,9819,5767,4487,6461,4509,6680,3487,7807,8462,7806,9714,13254,13822
"KTN1",3393,18656,7764,10853,4453,7788,5168,3567,15595,4678,2837,4273,4724,2867,4904,7065,5659,4448,3009,3309,6031,3615,3244,5905,8163,7277,9047,3381,13399,8169,7870,1891,3313,2626,11134,8035,3211,9128,9862,9734,16314,15457,13917
"SCARA3",11219,2228,1358,5034,4575,5857,6755,2390,2140,1998,2099,5927,4996,3259,5997,6183,2805,3254,3812,3738,9985,4347,3163,4658,3862,7381,8735,2866,3340,2494,3804,2552,4125,2200,9767,11002,2466,15033,20938,17551,6517,7919,7368
